106,6
107,7
108,8
111,6
112,7
113,8
117,7
118,8
118,9
123,9
123,10
124,11
126,12
128,13
130,14
132,15
133,16
135,17
138,16
138,18
141,19
142,21
144,20
145,22
149,23
151,24
153,25
155,26
157,27
159,28
163,29
164,28
165,30
168,29
170,30
173,29
175,30
178,29
180,30
183,29
185,30
188,29
190,30
193,29
195,30
194,31
199,31
199,32
200,30
204,31
204,32
209,32
209,31
209,33
214,33
214,32
218,34
219,33
223,34
224,33
225,35
228,34
230,35
233,34
235,35
235,36
240,36
240,35
245,35
245,36
250,36
250,35
253,34
255,35
258,34
260,35
263,34
265,35
266,36
270,35
271,36
273,37
276,38
279,40
280,39
283,41
282,42
285,44
286,43
289,45
288,46
291,48
292,47
295,49
294,50
298,51
301,53
304,55
308,57
308,58
311,60
312,59
316,62
315,63
318,65
319,64
323,66
323,67
322,68
326,69
326,70
326,71
331,73
331,74
332,75
333,76
333,77
339,82
340,83
340,84
340,85
341,86
341,87
341,88
342,89
345,96
347,101
348,104
349,106
349,112
349,114
349,118
349,119
350,121
350,122
350,123
349,124
349,126
350,127
351,128
351,129
351,130
351,132
349,133
349,135
349,136
349,137
350,138
351,139
350,142
350,149
349,157
347,158
348,162
347,163
347,164
347,166
345,169
346,171
344,174
345,175
344,176
344,177
346,178
344,180
346,181
347,183
346,184
347,186
347,188
348,192
349,194
348,195
349,199
352,202
350,205
350,207
350,208
349,209
346,210
344,209
343,206
344,204
342,203
343,201
341,200
342,198
341,196
342,193
340,190
340,189
341,187
339,185
340,182
339,179
339,173
338,170
338,167
338,165
335,166
335,168
333,171
334,172
332,174
332,175
331,176
331,177
333,178
331,180
332,181
332,183
332,184
332,186
333,188
334,191
335,192
336,194
334,195
337,197
336,199
336,201
338,202
337,204
338,205
338,207
339,208
339,211
340,212
340,213
340,214
340,215
340,222
340,224
339,232
340,233
340,234
339,235
337,238
337,241
338,242
336,244
335,245
334,247
329,248
327,249
325,250
322,249
320,250
317,249
315,250
312,249
310,250
307,249
306,248
303,247
301,248
302,249
299,246
298,247
294,246
292,245
289,243
288,244
286,242
286,240
286,239
285,237
287,236
287,234
287,233
290,231
291,230
292,229
293,228
294,227
295,226
296,225
298,223
298,221
298,220
299,217
300,216
297,212
297,210
296,209
295,206
293,203
293,200
293,198
290,196
289,194
291,193
288,189
288,187
285,185
284,182
280,181
280,183
280,184
280,186
279,187
281,188
281,190
281,191
281,192
281,197
280,199
280,201
280,202
280,204
281,205
280,207
281,208
281,211
281,213
281,214
281,215
281,218
280,219
280,222
280,224
278,223
277,226
276,227
276,228
274,229
272,230
270,231
270,232
265,232
265,231
263,233
260,232
260,231
258,233
255,232
255,231
253,233
250,232
250,231
245,231
245,232
244,230
240,231
239,230
238,229
233,229
233,228
229,227
230,225
227,224
227,220
228,218
230,217
232,216
235,212
235,211
238,210
238,209
240,206
240,203
240,200
240,198
239,195
239,193
238,189
237,185
238,182
237,180
237,179
235,173
230,172
229,170
228,169
228,171
223,168
222,167
219,166
218,165
218,164
216,163
211,163
210,162
210,161
209,160
205,159
205,158
200,157
200,156
196,158
195,157
194,159
194,161
196,160
194,164
192,165
193,169
192,170
193,173
194,174
193,175
193,176
193,177
195,178
195,181
196,183
196,184
197,186
199,188
199,190
199,191
199,192
200,194
200,196
200,197
198,198
198,199
198,201
199,202
199,204
200,205
199,207
200,208
198,210
200,213
200,214
200,215
199,216
201,219
202,221
201,222
201,223
204,226
205,230
204,233
206,235
204,238
202,241
201,243
199,245
198,244
195,246
194,245
190,246
190,247
189,245
185,246
185,247
185,248
181,250
180,249
180,248
177,251
176,250
174,252
172,251
171,253
169,252
166,253
164,252
161,251
159,250
158,249
157,247
157,244
157,242
157,240
157,239
157,237
158,236
157,235
158,234
160,232
160,231
160,230
162,229
163,228
163,227
163,226
164,224
165,225
165,218
166,217
164,212
162,211
163,209
160,208
160,206
158,203
158,200
155,196
157,195
155,193
155,189
155,187
153,188
153,185
153,182
152,180
150,179
149,178
150,181
148,183
147,184
147,186
146,187
145,189
146,190
146,191
146,192
145,194
142,195
143,197
141,198
141,199
139,201
141,202
140,204
139,205
137,207
134,209
135,210
134,213
133,214
132,215
131,216
132,219
132,220
132,221
132,222
131,223
131,225
133,233
131,236
130,238
129,239
127,240
126,241
124,239
122,240
121,241
117,240
116,241
117,242
112,242
111,241
107,242
106,241
102,242
101,241
97,242
96,241
93,240
91,241
88,240
88,239
87,237
85,238
85,232
85,231
85,230
86,229
86,228
87,227
87,226
90,224
90,222
91,221
92,220
93,219
95,218
98,217
100,211
101,208
102,206
100,205
100,204
101,203
100,202
102,200
101,197
102,196
102,194
104,193
103,191
104,188
106,185
108,182
107,180
110,177
109,174
110,171
110,169
111,168
112,167
111,166
112,162
111,160
113,156
113,155
113,154
114,153
113,152
113,151
114,148
115,147
115,146
116,145
117,144
118,141
120,137
121,134
119,131
121,126
121,125
119,120
119,117
119,116
118,115
116,113
116,111
116,110
116,109
115,107
114,108
114,105
113,103
111,102
111,100
110,99
109,98
109,97
107,95
105,96
102,97
100,99
99,100
99,101
94,101
93,102
90,103
88,102
88,104
85,106
84,105
81,107
79,109
78,108
76,110
73,111
71,112
67,114
66,113
64,115
64,116
63,117
63,118
63,119
64,121
62,122
62,123
62,124
61,125
61,127
61,128
62,129
62,130
61,132
60,133
58,136
58,137
58,138
58,139
59,140
58,143
56,142
56,149
55,150
51,157
51,159
53,158
51,163
50,164
48,165
47,167
46,170
46,172
46,173
44,175
45,176
45,179
44,181
45,184
44,185
46,186
46,187
46,189
50,192
49,193
51,190
52,191
51,188
52,183
51,182
55,181
55,180
60,180
60,179
60,181
64,182
65,181
68,183
68,184
69,185
72,186
72,187
73,189
75,190
75,192
72,193
70,195
69,194
65,195
63,198
63,199
62,201
56,206
56,207
55,205
51,206
51,207
49,208
46,207
46,206
41,206
41,207
40,204
38,203
38,205
35,204
35,202
33,200
32,201
30,199
29,198
29,197
30,196
29,194
27,192
28,191
27,190
28,188
26,186
28,183
28,180
29,178
29,177
29,174
