106,6
111,6
102,7
107,7
112,7
117,7
98,8
103,8
108,8
113,8
118,8
93,9
98,9
103,9
118,9
123,9
94,10
123,10
90,11
124,11
88,12
126,12
86,13
128,13
85,14
130,14
84,15
132,15
82,16
133,16
138,16
135,17
80,18
138,18
80,19
141,19
79,20
144,20
142,21
75,22
145,22
75,23
149,23
74,24
151,24
73,25
153,25
72,26
155,26
70,27
157,27
68,28
159,28
164,28
68,29
163,29
168,29
173,29
178,29
183,29
188,29
193,29
165,30
170,30
175,30
180,30
185,30
190,30
195,30
200,30
66,31
194,31
199,31
204,31
209,31
199,32
204,32
209,32
214,32
64,33
209,33
214,33
219,33
224,33
63,34
218,34
223,34
228,34
233,34
253,34
258,34
263,34
62,35
225,35
230,35
235,35
240,35
245,35
250,35
255,35
260,35
265,35
270,35
235,36
240,36
245,36
250,36
266,36
271,36
60,37
273,37
59,38
276,38
59,39
280,39
279,40
57,41
283,41
282,42
55,43
286,43
285,44
53,45
289,45
288,46
51,47
292,47
291,48
50,49
295,49
294,50
49,51
298,51
51,52
48,53
301,53
50,54
47,55
304,55
49,56
47,57
308,57
308,58
47,59
312,59
311,60
47,61
46,62
316,62
315,63
46,64
319,64
318,65
46,66
323,66
323,67
322,68
45,69
326,69
326,70
326,71
45,72
43,73
331,73
331,74
332,75
333,76
333,77
44,78
43,79
43,80
42,81
41,82
339,82
340,83
340,84
340,85
341,86
341,87
341,88
342,89
40,90
39,91
38,92
37,93
37,94
36,95
107,95
35,96
105,96
345,96
102,97
109,97
36,98
109,98
34,99
100,99
110,99
36,100
99,100
111,100
34,101
94,101
99,101
347,101
88,102
93,102
111,102
34,103
90,103
113,103
34,104
88,104
348,104
84,105
114,105
32,106
85,106
349,106
81,107
115,107
78,108
114,108
32,109
79,109
116,109
32,110
76,110
116,110
31,111
73,111
116,111
30,112
71,112
349,112
66,113
116,113
29,114
67,114
349,114
64,115
118,115
64,116
119,116
63,117
119,117
63,118
349,118
63,119
349,119
30,120
119,120
28,121
64,121
350,121
62,122
350,122
62,123
350,123
62,124
349,124
61,125
121,125
29,126
121,126
349,126
61,127
334,127
350,127
61,128
334,128
351,128
62,129
334,129
351,129
62,130
334,130
351,130
119,131
337,131
28,132
61,132
334,132
351,132
60,133
333,133
349,133
30,134
121,134
339,134
30,135
333,135
349,135
58,136
333,136
349,136
58,137
120,137
349,137
58,138
333,138
350,138
58,139
334,139
351,139
59,140
334,140
29,141
118,141
339,141
56,142
333,142
350,142
58,143
334,143
29,144
117,144
339,144
31,145
116,145
338,145
30,146
115,146
335,146
29,147
115,147
338,147
30,148
114,148
338,148
29,149
56,149
335,149
350,149
55,150
338,150
30,151
113,151
338,151
30,152
113,152
338,152
30,153
114,153
339,153
31,154
113,154
338,154
31,155
113,155
336,155
30,156
113,156
200,156
339,156
51,157
195,157
200,157
336,157
349,157
53,158
196,158
205,158
347,158
51,159
194,159
205,159
338,159
30,160
111,160
196,160
209,160
339,160
31,161
194,161
210,161
338,161
30,162
112,162
210,162
335,162
348,162
51,163
211,163
216,163
347,163
50,164
194,164
218,164
347,164
48,165
192,165
218,165
338,165
29,166
111,166
219,166
335,166
347,166
47,167
112,167
222,167
338,167
30,168
111,168
223,168
335,168
29,169
110,169
193,169
228,169
345,169
46,170
192,170
229,170
338,170
29,171
110,171
228,171
333,171
346,171
46,172
230,172
334,172
28,173
46,173
193,173
235,173
339,173
29,174
109,174
194,174
332,174
344,174
44,175
193,175
332,175
345,175
45,176
193,176
331,176
344,176
29,177
110,177
193,177
331,177
344,177
29,178
149,178
195,178
333,178
346,178
45,179
60,179
150,179
237,179
339,179
28,180
55,180
60,180
107,180
152,180
237,180
331,180
344,180
44,181
55,181
60,181
65,181
150,181
195,181
280,181
332,181
346,181
51,182
64,182
108,182
153,182
238,182
284,182
340,182
28,183
52,183
68,183
148,183
196,183
280,183
332,183
347,183
45,184
68,184
147,184
196,184
280,184
332,184
346,184
44,185
69,185
106,185
153,185
237,185
285,185
339,185
26,186
46,186
72,186
147,186
197,186
280,186
332,186
347,186
46,187
72,187
146,187
155,187
279,187
288,187
341,187
28,188
51,188
104,188
153,188
199,188
281,188
333,188
347,188
46,189
73,189
145,189
155,189
238,189
288,189
340,189
27,190
51,190
75,190
146,190
199,190
281,190
340,190
28,191
52,191
103,191
146,191
199,191
281,191
334,191
27,192
50,192
75,192
146,192
199,192
281,192
335,192
348,192
49,193
72,193
104,193
155,193
239,193
291,193
342,193
29,194
69,194
102,194
145,194
200,194
289,194
336,194
349,194
65,195
70,195
142,195
157,195
239,195
334,195
348,195
30,196
102,196
155,196
200,196
290,196
341,196
29,197
101,197
143,197
200,197
281,197
337,197
29,198
63,198
141,198
198,198
240,198
293,198
342,198
30,199
63,199
141,199
198,199
280,199
336,199
349,199
33,200
102,200
158,200
240,200
293,200
341,200
32,201
62,201
139,201
198,201
280,201
336,201
343,201
35,202
100,202
141,202
199,202
280,202
338,202
352,202
38,203
101,203
158,203
240,203
293,203
342,203
35,204
40,204
100,204
140,204
199,204
280,204
337,204
344,204
38,205
55,205
100,205
139,205
200,205
281,205
338,205
350,205
41,206
46,206
51,206
56,206
102,206
160,206
240,206
295,206
343,206
41,207
46,207
51,207
56,207
137,207
199,207
280,207
338,207
350,207
49,208
101,208
160,208
200,208
281,208
339,208
350,208
134,209
163,209
238,209
296,209
344,209
349,209
135,210
198,210
238,210
297,210
346,210
100,211
162,211
235,211
281,211
339,211
132,212
164,212
235,212
297,212
340,212
134,213
200,213
281,213
340,213
133,214
200,214
281,214
340,214
132,215
200,215
281,215
340,215
131,216
199,216
232,216
300,216
98,217
166,217
230,217
299,217
95,218
165,218
228,218
281,218
93,219
132,219
201,219
280,219
92,220
132,220
227,220
298,220
91,221
132,221
202,221
298,221
90,222
132,222
201,222
280,222
340,222
131,223
201,223
278,223
298,223
90,224
164,224
227,224
280,224
340,224
131,225
165,225
230,225
296,225
87,226
163,226
204,226
277,226
295,226
87,227
163,227
229,227
276,227
294,227
86,228
163,228
233,228
276,228
293,228
86,229
162,229
233,229
238,229
274,229
292,229
85,230
160,230
205,230
239,230
244,230
272,230
291,230
85,231
160,231
240,231
245,231
250,231
255,231
260,231
265,231
270,231
290,231
85,232
160,232
245,232
250,232
255,232
260,232
265,232
270,232
339,232
133,233
204,233
253,233
258,233
263,233
287,233
340,233
158,234
287,234
340,234
157,235
206,235
339,235
131,236
158,236
287,236
87,237
157,237
285,237
85,238
130,238
204,238
337,238
88,239
124,239
129,239
157,239
286,239
88,240
93,240
117,240
122,240
127,240
157,240
286,240
91,241
96,241
101,241
106,241
111,241
116,241
121,241
126,241
202,241
337,241
97,242
102,242
107,242
112,242
117,242
157,242
286,242
338,242
201,243
289,243
157,244
198,244
288,244
336,244
189,245
194,245
199,245
292,245
335,245
185,246
190,246
195,246
294,246
299,246
157,247
185,247
190,247
298,247
303,247
334,247
180,248
185,248
301,248
306,248
329,248
158,249
180,249
302,249
307,249
312,249
317,249
322,249
327,249
159,250
176,250
181,250
310,250
315,250
320,250
325,250
161,251
172,251
177,251
164,252
169,252
174,252
166,253
171,253
